Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating
40,Non-binary,Bachelor's,Divorced,23194,644,18194,Business,Unemployed,2,Poor,0.318496764,230545,4,New Kimberlyland,WA,Netherlands Antilles,3,1,Low
19,Female,Master's,Single,110139,747,13655,Personal,Employed,11,Fair,0.132462359,154531,3,West Kathleen,MH,Cambodia,3,2,Medium
40,Non-binary,High School,Single,79439,748,41826,Business,Self-employed,13,Fair,0.405970824,49315,1,Williamsshire,VA,Saint Vincent and the Grenadines,2,2,Medium
55,Female,Bachelor's,Divorced,105662,730,32440,Auto,Unemployed,17,Good,0.547985285,243369,2,East Cynthia,HI,Lesotho,3,2,Medium
43,Male,Bachelor's,Single,111118,654,46199,Home,Unemployed,1,Fair,0.481644749,274277,3,Campbellview,NC,Singapore,4,2,Low
19,Non-binary,High School,Divorced,86231,677,39315,Personal,Self-employed,6,Poor,0.524104208,21265,4,Edwardborough,WI,French Guiana,1,1,Medium
64,Male,PhD,Married,27014,780,36704,Home,Unemployed,18,Fair,0.218801819,181585,3,New Donaldside,SC,Saudi Arabia,4,1,Low
31,Non-binary,High School,Married,46269,616,35767,Business,Self-employed,7,Poor,0.104931918,272146,0,South Courtneyview,MS,Tajikistan,0,0,Low
63,Female,Master's,Widowed,44667,796,24173,Business,Self-employed,17,Good,0.517714268,28982,4,West Richard,CO,Marshall Islands,4,0,Low
58,Male,Bachelor's,Divorced,26668,783,10147,Auto,Unemployed,0,Fair,0.315258984,38083,1,New Heatherland,DE,Samoa,2,1,Low
54,Male,PhD,Divorced,41725,777,31532,Home,Unemployed,1,Good,0.329581987,257918,0,New Heatherburgh,NC,Chad,3,0,Low
41,Male,Master's,Single,117813,615,32854,Auto,Unemployed,13,Fair,0.266667636,268628,1,East Shari,CO,Italy,2,0,Low
46,Female,High School,Widowed,37441,642,48806,Personal,Self-employed,7,Poor,0.245534298,140676,3,Ericshire,CO,Lebanon,4,2,Low
52,Female,Bachelor's,Married,63815,663,12089,Personal,Unemployed,18,Fair,0.411987962,157076,1,Johnsonbury,CT,Saint Barthelemy,1,1,Low
52,Non-binary,PhD,Widowed,28117,777,43848,Personal,Employed,0,Fair,0.206550207,180411,2,North Maxwell,NJ,Japan,4,1,Medium
32,Non-binary,High School,Divorced,96844,639,35997,Auto,Unemployed,10,Excellent,0.149014858,212676,1,East Teresaton,CA,Bolivia,2,0,Medium
35,Male,PhD,Married,49055,786,21916,Business,Employed,5,Excellent,0.23913224,81355,1,West Denisemouth,ND,Mayotte,1,0,Medium
32,Non-binary,High School,Widowed,44832,786,26318,Auto,Employed,10,Good,0.116037447,233532,0,North Derekbury,NV,Nauru,1,1,Low
61,Female,PhD,Divorced,85984,742,9671,Business,Unemployed,11,Excellent,0.274405449,238152,1,Brownstad,MI,Cayman Islands,3,0,Low
44,Non-binary,PhD,Single,32985,794,32122,Business,Employed,2,Good,0.247962581,131045,0,New Andrewville,AL,Cote d'Ivoire,0,2,Low
56,Non-binary,Master's,Single,109074,644,44069,Business,Employed,7,Excellent,0.358411596,230971,3,Mcmillanton,VI,Seychelles,3,0,Medium
64,Male,High School,Divorced,24321,789,43084,Home,Employed,8,Good,0.460094868,214252,3,South Bradley,CA,Vanuatu,4,1,Low
60,Male,Bachelor's,Divorced,109792,763,28526,Business,Self-employed,3,Excellent,0.231447922,58359,1,Baileyberg,OK,Saint Kitts and Nevis,1,2,Medium
59,Non-binary,Master's,Widowed,112097,711,32211,Home,Employed,18,Good,0.596192141,88870,2,North Melissa,NJ,Mozambique,4,1,High
47,Non-binary,PhD,Divorced,115384,654,6345,Auto,Self-employed,16,Good,0.19980165,93331,0,Gutierrezborough,NJ,Costa Rica,2,1,Low
21,Female,Bachelor's,Divorced,37412,721,31293,Personal,Employed,7,Poor,0.506643451,46275,2,North Morgan,KS,Cyprus,4,2,Low
54,Female,High School,Divorced,62837,728,34794,Business,Unemployed,10,Excellent,0.119691062,263985,1,North Kathryn,MO,Burkina Faso,0,2,Low
20,Male,High School,Single,56992,694,26150,Auto,Employed,10,Excellent,0.452457034,211905,2,Wallaceview,HI,United States Minor Outlying Islands,3,2,Low
53,Non-binary,High School,Single,104008,679,32669,Business,Employed,1,Excellent,0.231336187,289770,1,Joshuafurt,MO,El Salvador,3,1,High
50,Female,PhD,Divorced,55515,717,14867,Personal,Unemployed,7,Poor,0.48665126,132123,2,Wheelerfort,MA,Puerto Rico,1,2,Medium
25,Non-binary,PhD,Divorced,71473,765,14855,Home,Employed,1,Good,0.290911627,291268,0,Gordonburgh,MI,Micronesia,4,0,Low
28,Female,High School,Divorced,115018,789,23529,Personal,Employed,11,Good,0.477100764,290952,3,Crystalfort,DE,Kazakhstan,3,1,Low
54,Female,Bachelor's,Divorced,23837,692,5389,Business,Employed,13,Good,0.542403857,175164,2,New Joseph,VA,Guam,1,0,Medium
50,Male,Bachelor's,Married,65097,695,9075,Home,Employed,15,Excellent,0.21071361,261860,0,Collinsfort,NV,North Macedonia,1,1,Low
24,Male,PhD,Divorced,67907,732,8049,Auto,Employed,12,Poor,0.147506978,74216,0,Saraview,MO,Puerto Rico,2,2,Medium
26,Female,PhD,Single,44838,656,19495,Business,Unemployed,12,Excellent,0.127790994,73852,2,Smithhaven,NE,Panama,2,2,Medium
26,Non-binary,High School,Single,111288,798,19256,Home,Self-employed,15,Poor,0.397157302,194627,3,New Vanessa,FL,Georgia,1,0,Low
43,Female,PhD,Single,27699,656,29192,Personal,Employed,8,Fair,0.446710836,123524,4,Katherinechester,AR,Congo,3,2,Low
63,Male,PhD,Single,77429,759,44021,Home,Employed,5,Excellent,0.599780541,184873,0,Danielburgh,MA,Paraguay,2,2,Low
67,Female,High School,Married,28660,654,20223,Business,Employed,2,Good,0.192484297,260549,2,Rogersmouth,WI,Saint Pierre and Miquelon,2,1,Low
39,Female,High School,Single,111564,687,41620,Personal,Unemployed,10,Fair,0.579206891,127321,1,Savannahshire,NC,Australia,0,0,Low
46,Female,Master's,Widowed,39779,697,25633,Business,Self-employed,1,Poor,0.133090077,178046,0,North Joshua,NJ,United Arab Emirates,1,2,Medium
49,Male,High School,Divorced,116204,601,36592,Personal,Employed,19,Good,0.361680715,204610,3,Phelpsberg,GU,Martinique,4,2,Low
52,Non-binary,Bachelor's,Divorced,57672,780,31363,Personal,Self-employed,0,Good,0.414935758,189350,1,New Caitlin,MA,Nauru,0,0,Low
52,Male,Master's,Married,91441,798,15391,Auto,Self-employed,13,Poor,0.269128638,78039,2,West Paul,MT,Antigua and Barbuda,2,0,Medium
42,Male,Master's,Widowed,40860,642,7714,Home,Self-employed,17,Poor,0.254516071,85955,0,Lake Matthew,MN,Gibraltar,4,0,Low
33,Female,PhD,Widowed,55584,691,36824,Auto,Employed,15,Excellent,0.371420382,238132,0,New Gina,NV,Honduras,2,1,Low
35,Male,Bachelor's,Married,81850,711,25151,Business,Employed,11,Good,0.379794849,227693,1,South Timview,WV,Nigeria,3,1,Medium
32,Non-binary,Master's,Single,93851,667,22738,Personal,Self-employed,15,Excellent,0.395293868,245739,3,Port Sarah,GA,Nigeria,2,2,Low
52,Female,Master's,Single,94292,684,11596,Personal,Employed,6,Good,0.228723523,176006,0,North Sherry,MH,Nicaragua,4,2,Low
20,Female,High School,Divorced,46485,714,13389,Personal,Self-employed,12,Excellent,0.217857483,27421,3,New Matthewborough,SD,Martinique,0,0,Low
38,Non-binary,Master's,Divorced,57822,714,6533,Home,Employed,4,Fair,0.294871882,121972,4,Lake Gregoryburgh,CO,Peru,4,1,Low
19,Female,High School,Single,76878,689,5412,Business,Self-employed,17,Fair,0.546073175,203418,1,Nelsonview,TX,Belize,4,0,Low
18,Male,Bachelor's,Divorced,63578,681,26888,Business,Employed,12,Fair,0.101710802,49558,2,North Shannonmouth,IA,Venezuela,4,0,Low
46,Non-binary,Bachelor's,Divorced,75059,712,43731,Auto,Unemployed,10,Good,0.303833546,151900,0,Davisberg,NE,Falkland Islands (Malvinas),2,0,Low
62,Female,PhD,Single,75900,651,49978,Personal,Self-employed,3,Good,0.264301345,24777,0,Mannside,AR,Latvia,2,0,Medium
18,Male,Master's,Widowed,27312,777,26528,Home,Self-employed,5,Excellent,0.216173485,264157,3,East Benjamin,NC,Palau,1,0,Low
39,Male,Bachelor's,Married,28078,646,34286,Business,Self-employed,1,Good,0.213329664,234021,4,Mcclainfurt,DC,Saint Barthelemy,3,2,Low
30,Female,High School,Divorced,41169,724,40579,Home,Self-employed,18,Poor,0.44328749,279796,3,East Tanyamouth,MH,Greece,2,1,Medium
40,Male,PhD,Single,26503,645,23379,Personal,Unemployed,2,Poor,0.56013067,211168,2,Leeburgh,NC,Yemen,4,2,Medium
55,Male,PhD,Widowed,62139,646,18866,Personal,Self-employed,6,Good,0.157969835,89608,0,Smithchester,NH,Palestinian Territory,0,1,Low
57,Female,Bachelor's,Divorced,85883,754,25813,Personal,Self-employed,11,Fair,0.39802659,205979,2,Jamiebury,WA,Dominican Republic,4,1,Low
38,Non-binary,Bachelor's,Widowed,26858,783,11363,Business,Self-employed,2,Fair,0.339070055,163920,3,Odonnellchester,MN,Isle of Man,3,1,Low
22,Female,Bachelor's,Single,58345,732,35331,Personal,Self-employed,13,Fair,0.44903451,120601,3,Robertsburgh,NM,Timor-Leste,0,0,Low
31,Female,High School,Widowed,107986,777,33519,Personal,Employed,8,Good,0.450801859,170578,3,West Candice,DC,Montserrat,2,1,High
64,Non-binary,Bachelor's,Married,56232,616,13412,Home,Employed,19,Good,0.503807938,120505,3,East Courtneychester,UT,French Guiana,1,0,Medium
28,Male,High School,Divorced,47881,680,29640,Business,Unemployed,12,Good,0.184763184,242194,3,Lake Edwin,NC,Fiji,0,0,Low
56,Male,Bachelor's,Married,27377,764,25336,Personal,Employed,8,Excellent,0.541219387,194672,1,Rogerhaven,MD,Guam,1,1,Low
58,Female,High School,Single,85252,642,42477,Auto,Employed,18,Fair,0.463708396,53692,0,Vargashaven,FM,Sweden,0,1,Low
47,Male,Bachelor's,Married,107091,795,47001,Business,Self-employed,7,Excellent,0.308272862,279238,4,Stevenburgh,OH,Malawi,4,1,Low
64,Non-binary,High School,Widowed,97395,734,21023,Auto,Unemployed,13,Excellent,0.57080097,42195,4,Mccoychester,FL,Comoros,4,1,Low
30,Female,Master's,Single,98766,750,34011,Home,Unemployed,5,Fair,0.383156516,204683,3,Ashleyfort,PR,Jamaica,3,1,Low
54,Female,High School,Widowed,107581,666,44189,Business,Employed,18,Good,0.100975857,243126,1,Amandatown,TX,Panama,4,1,Medium
41,Male,PhD,Divorced,81491,760,40031,Auto,Employed,2,Excellent,0.266765242,116340,2,West Jesse,AK,Croatia,1,0,High
39,Female,Master's,Divorced,89285,678,25265,Business,Employed,5,Excellent,0.194536861,205832,4,South Reneemouth,KY,Bulgaria,0,0,Low
21,Female,Master's,Single,45345,612,37568,Auto,Unemployed,5,Excellent,0.543325873,91910,0,Deborahbury,ND,Russian Federation,2,0,Low
53,Non-binary,Master's,Divorced,98755,714,25805,Business,Self-employed,15,Good,0.507224218,46742,4,Port Jamesfurt,TX,Hong Kong,0,2,High
26,Female,Master's,Single,51478,768,8763,Personal,Unemployed,2,Excellent,0.210161787,276121,2,New Gregoryland,KY,Western Sahara,1,2,Low
56,Female,Master's,Married,115777,672,14572,Business,Self-employed,0,Poor,0.447207022,197080,2,South Ambershire,CA,Yemen,4,0,Low
52,Female,Master's,Single,89205,677,43184,Home,Unemployed,4,Good,0.290029907,176816,0,Lake Justinfort,GA,Bermuda,1,2,Low
53,Non-binary,Bachelor's,Divorced,86686,745,25179,Business,Unemployed,0,Fair,0.41998485,296629,4,Wilsonshire,CO,Malta,0,1,Low
52,Non-binary,PhD,Married,71150,750,7117,Business,Employed,14,Excellent,0.388935881,80599,0,Mullenville,WY,Germany,2,1,Low
32,Male,High School,Married,65874,661,16475,Personal,Self-employed,19,Excellent,0.475410568,291519,0,East Charlesborough,MA,Mongolia,3,1,Low
21,Female,High School,Single,80750,753,40310,Home,Self-employed,6,Poor,0.326085409,201804,1,Lake Linda,NM,Kazakhstan,1,0,Low
49,Male,Bachelor's,Single,22016,724,31617,Personal,Self-employed,6,Excellent,0.346221091,295496,0,Michaelshire,VI,Jersey,0,2,Low
43,Male,Bachelor's,Widowed,107748,681,47928,Business,Self-employed,10,Poor,0.381807157,143735,4,Lake Diane,DE,Northern Mariana Islands,0,0,Low
40,Male,Master's,Single,63774,790,34778,Auto,Unemployed,3,Fair,0.474315905,223709,4,Andrewfort,MT,Cocos (Keeling) Islands,0,1,Low
18,Male,High School,Married,118550,753,17210,Auto,Employed,0,Good,0.17219268,258358,3,West Kevinborough,TX,Tajikistan,1,1,High
28,Female,High School,Divorced,21528,602,19837,Auto,Unemployed,10,Good,0.32226282,93626,1,Port Alisonberg,IA,Venezuela,1,1,Low
69,Female,Bachelor's,Single,78769,696,42025,Home,Self-employed,16,Poor,0.385595487,233249,4,Garciaton,MI,Turks and Caicos Islands,2,2,High
62,Female,PhD,Single,108921,667,10516,Auto,Self-employed,15,Fair,0.351127049,255160,1,Lopezhaven,WV,Gambia,1,2,Low
19,Non-binary,Master's,Divorced,27045,637,41576,Home,Self-employed,9,Excellent,0.543124915,111807,4,South Brandonville,UT,Saint Kitts and Nevis,3,1,Medium
38,Female,Master's,Single,70281,641,22585,Auto,Self-employed,5,Excellent,0.212137844,79609,1,Kellychester,OK,Liberia,0,1,Low
43,Non-binary,Bachelor's,Widowed,48554,714,38533,Business,Employed,4,Excellent,0.142873447,147409,2,Port Adamland,VA,Tanzania,3,2,Medium
49,Female,High School,Married,45651,772,46555,Business,Self-employed,10,Fair,0.328010095,252580,3,South Connorborough,TX,Peru,3,2,Medium
26,Non-binary,High School,Divorced,113676,647,36898,Auto,Employed,16,Fair,0.284045704,276782,3,Baileyshire,WI,Albania,0,0,Low
51,Non-binary,PhD,Divorced,100631,692,41294,Home,Unemployed,10,Poor,0.502691601,274344,3,Matthewville,AR,Saint Kitts and Nevis,0,0,Low
54,Male,PhD,Married,39450,609,37945,Business,Self-employed,19,Poor,0.554791636,161000,0,Andreafurt,PW,Bouvet Island (Bouvetoya),1,2,Low
56,Female,Bachelor's,Single,91435,621,18449,Auto,Unemployed,7,Good,0.114376012,223183,2,Josephton,NC,Bulgaria,3,1,Low
68,Male,High School,Married,35935,743,27776,Personal,Employed,8,Fair,0.596879509,59195,1,Rodriguezstad,LA,Bhutan,0,0,Low
19,Male,High School,Married,72445,658,20020,Auto,Employed,7,Poor,0.331755166,264709,4,Nielsenmouth,NH,China,1,0,Medium
56,Female,PhD,Divorced,105553,631,42123,Business,Employed,11,Poor,0.443177941,280850,0,Kathleenborough,MI,Turkmenistan,4,1,Low
62,Male,PhD,Married,91880,761,35372,Personal,Self-employed,0,Fair,0.417561421,76724,0,Lake Susanport,TX,Norfolk Island,1,1,Low
35,Female,Bachelor's,Widowed,29262,780,48910,Home,Employed,4,Good,0.463414781,292561,1,Lake Marcus,PW,San Marino,2,1,Low
39,Female,Master's,Single,28496,776,36065,Home,Employed,9,Fair,0.112312955,114730,0,South Frank,MP,Micronesia,4,1,Low
54,Male,PhD,Widowed,69060,759,26208,Home,Unemployed,15,Excellent,0.233388536,35169,4,Evansmouth,MO,Niger,0,0,High
38,Male,Bachelor's,Divorced,106755,769,20398,Home,Employed,10,Fair,0.351889816,208920,0,Thompsonmouth,MH,Cayman Islands,0,1,Low
54,Female,Master's,Divorced,104846,661,10489,Auto,Self-employed,10,Fair,0.168312328,90173,0,Cherylshire,AL,Fiji,4,2,Low
54,Non-binary,PhD,Single,97193,643,7792,Business,Self-employed,14,Excellent,0.382351501,223439,3,South Amberbury,HI,Tokelau,4,2,Medium
62,Female,PhD,Divorced,105172,740,41574,Personal,Employed,19,Poor,0.592851321,95611,3,Foleymouth,MT,Jordan,2,1,Low
36,Non-binary,High School,Single,70840,722,41018,Personal,Self-employed,10,Fair,0.570986032,71521,4,Port Cynthiastad,DC,Uruguay,1,1,Low
27,Female,Bachelor's,Widowed,70697,721,22622,Personal,Unemployed,6,Excellent,0.252202757,132445,2,Alexandraside,MH,Bahamas,0,1,Medium
23,Male,High School,Married,70604,615,23134,Home,Employed,3,Good,0.381272482,40636,2,Port Jillian,UT,Micronesia,0,0,Low
50,Male,Bachelor's,Single,32651,617,8910,Personal,Self-employed,2,Good,0.487945661,62243,2,North James,OH,Qatar,4,1,High
62,Male,High School,Widowed,40615,731,5540,Auto,Employed,12,Fair,0.512723836,184809,3,Jillton,VA,Palestinian Territory,4,1,Low
58,Non-binary,High School,Single,73079,625,45869,Personal,Unemployed,6,Excellent,0.519432039,111498,1,Johnsonmouth,VA,Uruguay,4,0,Low
32,Non-binary,High School,Married,113621,684,29988,Personal,Employed,4,Fair,0.20787645,110022,3,Morganland,NY,Yemen,1,2,Medium
21,Male,Bachelor's,Married,40547,730,48524,Business,Self-employed,15,Good,0.444251125,195974,3,Lake Phillipport,MH,Algeria,1,2,Low
30,Non-binary,High School,Widowed,24629,647,11045,Business,Employed,7,Excellent,0.109681648,264339,3,Jonesstad,NH,Central African Republic,3,0,Low
18,Male,Bachelor's,Widowed,25605,751,14785,Auto,Unemployed,17,Fair,0.33994669,285745,3,Samanthastad,MI,Congo,1,1,High
40,Male,PhD,Widowed,24789,693,33765,Home,Employed,1,Good,0.115423248,223747,3,West Lindafort,ND,Croatia,4,2,Low
53,Non-binary,PhD,Married,43116,707,29988,Business,Self-employed,2,Good,0.334572251,266375,2,East Carriefort,VI,Iraq,3,0,Low
33,Female,Master's,Widowed,93404,769,45080,Business,Employed,7,Good,0.253383558,160719,4,South Christopher,MP,Syrian Arab Republic,1,2,Low
18,Non-binary,Bachelor's,Married,36756,608,13957,Personal,Unemployed,0,Fair,0.154814037,245075,4,Port Jessica,FL,Tanzania,2,1,High
60,Female,High School,Married,118818,657,26277,Business,Self-employed,9,Excellent,0.240221979,20179,1,Clarkton,MN,Moldova,0,0,Low
60,Male,Master's,Single,94861,787,11094,Home,Self-employed,2,Excellent,0.235677748,104524,2,New Brandonport,SC,Seychelles,4,1,Low
58,Male,Bachelor's,Widowed,24210,681,14227,Business,Unemployed,2,Fair,0.594974542,249329,0,Brettland,MD,Saint Pierre and Miquelon,1,1,Medium
39,Non-binary,High School,Single,78841,665,30012,Business,Unemployed,10,Fair,0.504003634,223191,3,South Emilybury,OK,Greece,0,0,Low
18,Female,Bachelor's,Single,117270,639,12351,Business,Self-employed,1,Poor,0.16545735,186272,4,Donaldville,HI,Egypt,3,2,Medium
39,Non-binary,Bachelor's,Married,78168,700,20173,Home,Self-employed,5,Excellent,0.41177976,67339,1,West James,NE,Saint Barthelemy,0,1,Low
40,Female,Master's,Divorced,41323,627,45691,Personal,Unemployed,17,Good,0.325915227,272492,3,Lake John,NV,Christmas Island,3,1,Medium
60,Non-binary,Bachelor's,Divorced,88197,651,12371,Personal,Employed,9,Poor,0.173459234,212217,2,Lake Heatherstad,OR,Slovakia (Slovak Republic),4,2,Medium
26,Female,Master's,Widowed,103481,747,28878,Home,Self-employed,2,Good,0.345698329,40295,2,East Kimberly,NH,Lesotho,4,1,Low
40,Female,PhD,Divorced,72513,714,6759,Personal,Unemployed,14,Good,0.265186192,196620,3,Haysfort,SC,Saint Martin,4,0,Medium
43,Non-binary,Bachelor's,Married,118162,684,20698,Personal,Unemployed,2,Poor,0.319343902,283288,3,Christopherhaven,FM,Slovenia,2,1,High
20,Female,Master's,Single,76188,689,17041,Home,Self-employed,4,Good,0.419300491,267248,1,West Logantown,KY,Guernsey,4,0,Medium
32,Female,High School,Widowed,97982,600,18354,Home,Employed,15,Good,0.463178417,212475,2,Lake Megan,LA,Gibraltar,4,1,Low
64,Non-binary,Bachelor's,Single,86612,627,30674,Personal,Employed,7,Good,0.364857292,58414,0,Lake Patrickburgh,RI,Barbados,1,0,Low
21,Male,PhD,Divorced,75723,785,45014,Personal,Employed,13,Excellent,0.585026928,179370,4,West Lindsayview,ME,Denmark,4,1,Low
45,Non-binary,High School,Married,100298,727,13498,Home,Employed,6,Excellent,0.287979994,233180,1,New Sharon,WV,Guyana,1,1,Low
26,Non-binary,Bachelor's,Married,62980,748,45182,Home,Employed,0,Fair,0.467913148,67054,2,West Zacharyside,WI,Armenia,4,0,Medium
69,Non-binary,Master's,Widowed,92847,780,11282,Auto,Employed,11,Fair,0.191002831,169153,3,Port Karen,GA,Singapore,2,1,Low
32,Female,Master's,Single,78144,740,11493,Business,Unemployed,13,Excellent,0.556800003,275191,4,Josephland,MP,Indonesia,2,0,Low
67,Female,PhD,Divorced,73730,771,15128,Home,Self-employed,6,Good,0.464274544,182617,0,Meganmouth,MP,Norway,0,1,Medium
51,Female,PhD,Divorced,119489,641,11679,Home,Self-employed,10,Fair,0.543266273,125194,1,North Jennifer,PR,New Zealand,0,0,Low
53,Male,High School,Divorced,101550,676,5275,Personal,Unemployed,2,Fair,0.454924415,52688,4,South Janet,MN,Antigua and Barbuda,4,1,Medium
23,Non-binary,High School,Divorced,57880,643,27043,Home,Self-employed,2,Good,0.340488107,291559,4,East Ashley,MT,Aruba,2,1,Medium
45,Male,Master's,Widowed,44182,796,45062,Home,Unemployed,1,Poor,0.217384192,37523,2,West Amanda,MI,Japan,1,0,Low
58,Female,Bachelor's,Divorced,30832,748,7377,Home,Unemployed,8,Fair,0.125238447,44084,1,Coreyshire,OK,Bolivia,2,2,Low
29,Female,Bachelor's,Divorced,110033,614,10919,Home,Employed,6,Good,0.545556603,263840,4,North Erika,VA,Belize,3,0,Medium
22,Non-binary,PhD,Married,106426,607,29083,Business,Employed,5,Fair,0.175676723,81136,3,South Nathan,AZ,Tajikistan,2,2,Low
42,Female,High School,Single,119047,639,35706,Personal,Self-employed,16,Excellent,0.162937286,53147,1,Jasonstad,AZ,United States Minor Outlying Islands,0,0,Low
40,Female,PhD,Single,37297,649,39698,Business,Unemployed,11,Excellent,0.128941566,193702,2,Copelandbury,GA,Saudi Arabia,0,1,Medium
36,Female,PhD,Married,78995,705,47750,Business,Employed,10,Excellent,0.553490157,90187,1,North Oscarland,CA,Albania,1,2,Medium
61,Female,High School,Married,72646,666,40630,Auto,Employed,15,Poor,0.170856034,138167,0,Port Dillonmouth,VT,Antarctica (the territory South of 60 deg S),2,2,High
